America/El_Salvador|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Mexico_City|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Guatemala|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Tegucigalpa|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Merida|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
Pacific/Galapagos|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Regina|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Monterrey|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Chicago|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Matamoros|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Indiana/Tell_City|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Rankin_Inlet|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Bahia_Banderas|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
Pacific/Easter|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Resolute|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Rainy_River|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Costa_Rica|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Indiana/Knox|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Winnipeg|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Belize|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/North_Dakota/Beulah|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/North_Dakota/New_Salem|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/North_Dakota/Center|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Menominee|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Swift_Current|(UTC-06:00) GMT-06:00|GMT-06:00|-6:0:0
America/Atikokan|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Thunder_Bay|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Nipigon|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Pangnirtung|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Toronto|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Iqaluit|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Bogota|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Detroit|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Panama|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/New_York|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Havana|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Lima|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Cayman|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Guayaquil|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Jamaica|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Port-au-Prince|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Grand_Turk|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Kentucky/Louisville|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Kentucky/Monticello|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Indiana/Indianapolis|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Indiana/Winamac|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Indiana/Petersburg|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Indiana/Vevay|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Cancun|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Indiana/Marengo|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Eirunepe|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Indiana/Vincennes|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Nassau|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/Rio_Branco|(UTC-05:00) GMT-05:00|GMT-05:00|-5:0:0
America/St_Vincent|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Marigot|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Barbados|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Aruba|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/St_Lucia|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Guyana|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Anguilla|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/St_Kitts|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Santiago|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Tortola|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Dominica|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Asuncion|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Puerto_Rico|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Caracas|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Curacao|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Montserrat|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Santo_Domingo|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/St_Barthelemy|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Grenada|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Port_of_Spain|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Halifax|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Glace_Bay|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Moncton|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Goose_Bay|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Blanc-Sablon|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Manaus|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Boa_Vista|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Porto_Velho|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
Atlantic/Bermuda|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Campo_Grande|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Cuiaba|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Thule|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Guadeloupe|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Martinique|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Lower_Princes|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/St_Thomas|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Antigua|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/Kralendijk|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/La_Paz|(UTC-04:00) GMT-04:00|GMT-04:00|-4:0:0
America/St_Johns|(UTC-03:30) GMT-03:30|GMT-03:30|-3:-30:0
America/Cayenne|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
Atlantic/Stanley|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Montevideo|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Godthab|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Miquelon|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Mendoza|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
Antarctica/Rothera|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Santarem|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Sao_Paulo|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Bahia|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Maceio|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Araguaina|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Recife|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Fortaleza|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Belem|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Ushuaia|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
Antarctica/Palmer|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/San_Luis|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Rio_Gallegos|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/San_Juan|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/La_Rioja|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Catamarca|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Tucuman|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Jujuy|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Salta|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Cordoba|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Argentina/Buenos_Aires|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Punta_Arenas|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Paramaribo|(UTC-03:00) GMT-03:00|GMT-03:00|-3:0:0
America/Noronha|(UTC-02:00) GMT-02:00|GMT-02:00|-2:0:0
Atlantic/South_Georgia|(UTC-02:00) GMT-02:00|GMT-02:00|-2:0:0
Atlantic/Azores|(UTC-01:00) GMT-01:00|GMT-01:00|-1:0:0
Atlantic/Cape_Verde|(UTC-01:00) GMT-01:00|GMT-01:00|-1:0:0
America/Scoresbysund|(UTC-01:00) GMT-01:00|GMT-01:00|-1:0:0
UTC|(UTC) Coordinated Universal Time|Coordinated Universal Time|0:0:0
Europe/Guernsey|(UTC+00:00) GMT|GMT|0:0:0
Europe/Jersey|(UTC+00:00) GMT|GMT|0:0:0
Europe/Isle_of_Man|(UTC+00:00) GMT|GMT|0:0:0
Atlantic/St_Helena|(UTC+00:00) GMT|GMT|0:0:0
Africa/Abidjan|(UTC+00:00) GMT|GMT|0:0:0
Africa/Lome|(UTC+00:00) GMT|GMT|0:0:0
Africa/Ouagadougou|(UTC+00:00) GMT|GMT|0:0:0
Atlantic/Madeira|(UTC+00:00) GMT|GMT|0:0:0
Europe/Lisbon|(UTC+00:00) GMT|GMT|0:0:0
Atlantic/Reykjavik|(UTC+00:00) GMT|GMT|0:0:0
Atlantic/Canary|(UTC+00:00) GMT|GMT|0:0:0
Africa/Bissau|(UTC+00:00) GMT|GMT|0:0:0
Africa/Bamako|(UTC+00:00) GMT|GMT|0:0:0
Africa/Freetown|(UTC+00:00) GMT|GMT|0:0:0
Europe/London|(UTC+00:00) GMT|GMT|0:0:0
Africa/Accra|(UTC+00:00) GMT|GMT|0:0:0
Africa/Nouakchott|(UTC+00:00) GMT|GMT|0:0:0
Antarctica/Troll|(UTC+00:00) GMT|GMT|0:0:0
Atlantic/Faroe|(UTC+00:00) GMT|GMT|0:0:0
Africa/Banjul|(UTC+00:00) GMT|GMT|0:0:0
America/Danmarkshavn|(UTC+00:00) GMT|GMT|0:0:0
Africa/Dakar|(UTC+00:00) GMT|GMT|0:0:0
Africa/Conakry|(UTC+00:00) GMT|GMT|0:0:0
Africa/Monrovia|(UTC+00:00) GMT|GMT|0:0:0
Africa/Sao_Tome|(UTC+00:00) GMT+01:00|GMT+01:00|0:0:0
Europe/Dublin|(UTC+01:00) GMT|GMT|1:0:0
Africa/El_Aaiun|(UTC+01:00) GMT|GMT|1:0:0
Africa/Casablanca|(UTC+01:00) GMT|GMT|1:0:0
Africa/Brazzaville|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Lagos|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Amsterdam|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Oslo|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Zurich|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Vaduz|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Niamey|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Porto-Novo|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Bangui|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Kinshasa|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Monaco|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Podgorica|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Brussels|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Sarajevo|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Vienna|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Skopje|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Vatican|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Luanda|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Tirane|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Andorra|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Luxembourg|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Douala|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Tunis|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Malta|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Madrid|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Budapest|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Bratislava|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Arctic/Longyearbyen|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Ljubljana|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Stockholm|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Prague|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/San_Marino|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Belgrade|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Zagreb|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Rome|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Malabo|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Paris|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Algiers|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Copenhagen|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Busingen|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Warsaw|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Berlin|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Libreville|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Europe/Gibraltar|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Ndjamena|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Africa/Ceuta|(UTC+01:00) GMT+01:00|GMT+01:00|1:0:0
Asia/Damascus|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Johannesburg|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Mbabane|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Blantyre|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Khartoum|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Kaliningrad|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Maputo|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Windhoek|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Bucharest|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Asia/Hebron|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Asia/Gaza|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Zaporozhye|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Uzhgorod|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Kigali|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Kiev|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Harare|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Maseru|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Asia/Nicosia|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Tallinn|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Lusaka|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Lubumbashi|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Cairo|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Gaborone|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Bujumbura|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Asia/Beirut|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Sofia|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Helsinki|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Vilnius|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Mariehamn|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Asia/Famagusta|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Riga|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Africa/Tripoli|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Asia/Jerusalem|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Chisinau|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Asia/Amman|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Athens|(UTC+02:00) GMT+02:00|GMT+02:00|2:0:0
Europe/Istanbul|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Africa/Mogadishu|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Africa/Juba|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Indian/Comoro|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Europe/Kirov|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Africa/Asmara|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Asia/Qatar|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Africa/Nairobi|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Europe/Moscow|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Asia/Baghdad|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Africa/Addis_Ababa|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Africa/Djibouti|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Europe/Simferopol|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Africa/Dar_es_Salaam|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Asia/Riyadh|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Indian/Antananarivo|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Antarctica/Syowa|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Asia/Bahrain|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Indian/Mayotte|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Asia/Aden|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Africa/Kampala|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Europe/Minsk|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Asia/Kuwait|(UTC+03:00) GMT+03:00|GMT+03:00|3:0:0
Asia/Tehran|(UTC+03:30) GMT+03:30|GMT+03:30|3:30:0
Europe/Volgograd|(UTC+04:00) GMT+03:00|GMT+03:00|4:0:0
Asia/Tbilisi|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Europe/Saratov|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Europe/Astrakhan|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Asia/Dubai|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Asia/Yerevan|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Indian/Mauritius|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Europe/Samara|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Europe/Ulyanovsk|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Indian/Mahe|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Asia/Baku|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Asia/Muscat|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Indian/Reunion|(UTC+04:00) GMT+04:00|GMT+04:00|4:0:0
Asia/Kabul|(UTC+04:30) GMT+04:30|GMT+04:30|4:30:0
Antarctica/Mawson|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Aqtobe|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Karachi|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Aqtau|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Yekaterinburg|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Ashgabat|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Indian/Kerguelen|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Atyrau|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Oral|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Tashkent|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Samarkand|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Dushanbe|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Indian/Maldives|(UTC+05:00) GMT+05:00|GMT+05:00|5:0:0
Asia/Qyzylorda|(UTC+05:00) GMT+06:00|GMT+06:00|5:0:0
Asia/Kolkata|(UTC+05:30) GMT+05:30|GMT+05:30|5:30:0
Asia/Colombo|(UTC+05:30) GMT+05:30|GMT+05:30|5:30:0
Asia/Kathmandu|(UTC+05:45) GMT+05:45|GMT+05:45|5:45:0
Asia/Qostanay|(UTC+06:00) GMT|GMT|6:0:0
Asia/Almaty|(UTC+06:00) GMT+06:00|GMT+06:00|6:0:0
Asia/Urumqi|(UTC+06:00) GMT+06:00|GMT+06:00|6:0:0
Antarctica/Vostok|(UTC+06:00) GMT+06:00|GMT+06:00|6:0:0
Asia/Omsk|(UTC+06:00) GMT+06:00|GMT+06:00|6:0:0
Asia/Thimphu|(UTC+06:00) GMT+06:00|GMT+06:00|6:0:0
Asia/Dhaka|(UTC+06:00) GMT+06:00|GMT+06:00|6:0:0
Indian/Chagos|(UTC+06:00) GMT+06:00|GMT+06:00|6:0:0
Asia/Bishkek|(UTC+06:00) GMT+06:00|GMT+06:00|6:0:0
Asia/Yangon|(UTC+06:30) GMT+06:30|GMT+06:30|6:30:0
Indian/Cocos|(UTC+06:30) GMT+06:30|GMT+06:30|6:30:0
Asia/Barnaul|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Phnom_Penh|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Bangkok|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Novosibirsk|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Vientiane|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
